Player ID,Name,Last Name,Cost Today,Form,Position,Team,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Points,Points/Game,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Chance Of Playing Next,Total Cost Change,Cost Change GW,Total Transfers Out,Transfers Out GW,Total Transfers in,Transfers in GW,Influence,Creativity,Threat,ICT Index,Last GW,GW39,GW40,GW41,GW42,GW43,GW44,Difficulty Score,Cost Today,Total Cost Change,Cost Change GW,Position,Team,Index,xGi,xGc
60,David,Brooks,£5.30,0,MID,Bournemouth,0,0,0,0,1,5,0.8,0,7,4,170,1,0,0,0,0,100,-£0.20,£0.00,4900,0,1987,0,17.6,28.8,42,8.7,38,,,,,,,0,53,-2,0,3,91,#DIV/0!,0.28,2.33
61,Jamal,Lowe,£5.20,0,MID,Bournemouth,0,0,0,0,0,2,1,0,6,0,11,0,0,0,0,0,0,-£0.30,£0.00,5475,0,1210,0,0.2,0.3,0,0.1,38,,,,,,,0,52,-3,0,3,91,#DIV/0!,0.08,5.07
62,Kieffer,Moore,£4.90,0,FWD,Bournemouth,0.7,4,0,3,1,57,2.1,3,161,34,1269,1,0,0,0,0,100,-£0.60,£0.00,435696,0,437532,0,219.4,100.1,280,59.5,38,,,,,,,0,49,-6,0,4,91,#DIV/0!,0.34,1.81
63,Emiliano,Marcondes,£4.70,0,MID,Bournemouth,0,0,0,0,0,1,1,0,3,1,8,0,0,0,0,0,0,-£0.30,£0.00,2647,0,1011,0,1.2,0,0,0.1,38,,,,,,,0,47,-3,0,3,91,#DIV/0!,0,3.15
64,Jefferson,Lerma,£4.70,0,MID,Bournemouth,0.5,5,0,7,2,101,2.7,5,500,67,3252,7,0,0,0,0,100,-£0.30,£0.00,167843,0,150223,0,619.2,296.4,312,122.7,38,,,,,,,0,47,-3,0,3,91,#DIV/0!,0.15,1.68
65,Jack,Stacey,£4.20,0,DEF,Bournemouth,0,0,0,0,0,6,0.6,0,36,10,293,2,0,0,0,0,,-£0.30,£0.00,6401,0,2967,0,44.2,8.6,8,6,38,,,,,,,0,42,-3,0,2,91,#DIV/0!,0.04,1.89
66,Dominic,Solanke,£5.60,0,FWD,Bournemouth,3.6,6,10,8,1,130,3.9,14,339,52,2865,2,0,0,0,0,100,-£0.40,£0.00,1751916,0,2006010,0,528.8,282.1,1053,185.7,38,,,,,,,0,56,-4,0,4,91,#DIV/0!,0.36,1.62
67,Lewis,Cook,£4.90,0,MID,Bournemouth,0.1,0,2,3,0,51,1.8,1,280,39,1712,4,0,0,0,0,100,-£0.10,£0.00,14863,0,11655,0,313,352.5,45,71.2,38,,,,,,,0,49,-1,0,3,91,#DIV/0!,0.13,1.69
68,Ben,Pearson,£4.40,0,MID,Bournemouth,0.1,0,0,1,0,9,1.3,0,32,10,282,1,0,0,0,0,0,-£0.10,£0.00,71782,0,53031,0,21,6.4,9,3.7,38,,,,,,,0,44,-1,0,3,91,#DIV/0!,0.03,1.89
69,Ryan,Christie,£5.30,0,MID,Bournemouth,0.1,1,2,3,2,64,2,2,225,35,1825,2,0,0,0,0,,-£0.20,£0.00,12897,0,8856,0,284.2,423.5,402,111.1,38,,,,,,,0,53,-2,0,3,91,#DIV/0!,0.24,1.52
70,Philip,Billing,£5.00,0,MID,Bournemouth,0.9,7,2,9,2,126,3.5,14,475,54,2766,5,0,0,0,0,100,-£0.50,£0.00,489100,0,557651,0,637.4,401.1,445,148.4,38,,,,,,,0,50,-5,0,3,91,#DIV/0!,0.23,1.61
71,Chris,Mepham,£4.30,0,DEF,Bournemouth,0.1,0,0,5,0,43,1.7,6,369,52,2197,7,0,0,0,0,100,-£0.20,£0.00,36628,0,32036,0,556.4,54.4,134,74.4,38,,,,,,,0,43,-2,0,2,91,#DIV/0!,0.06,1.74
72,Mark,Travers,£4.10,0,GK,Bournemouth,0.4,0,0,2,3,28,2.3,1,193,32,1035,0,0,36,0,0,,-£0.40,£0.00,85576,0,68291,0,290,0,0,29.1,38,,,,,,,0,41,-4,0,1,91,#DIV/0!,0,1.71
73,Lloyd,Kelly,£4.30,0,DEF,Bournemouth,0.5,0,2,5,2,60,2.6,5,372,38,2040,3,0,0,0,0,100,-£0.20,£0.00,184653,0,132401,0,419.8,114,26,56.3,38,,,,,,,0,43,-2,0,2,91,#DIV/0!,0.04,1.58
74,Siriki,Dembélé,£4.70,0,MID,Bournemouth,0.1,0,0,0,0,6,1,0,20,2,104,0,0,0,0,0,0,-£0.30,£0.00,11840,0,4315,0,31.8,52.3,28,11.3,38,,,,,,,0,47,-3,0,3,91,#DIV/0!,0.32,1.97
75,Jaidon,Anthony,£5.20,0,MID,Bournemouth,0.1,3,1,2,1,61,2,4,193,29,1241,2,0,0,0,0,,-£0.30,£0.00,18002,0,13402,0,308.6,209.3,263,78.1,38,,,,,,,0,52,-3,0,3,91,#DIV/0!,0.2,1.9
76,Jordan,Zemura,£4.20,0,DEF,Bournemouth,0.1,0,1,5,0,47,2.5,1,235,31,1452,1,0,0,0,0,100,-£0.30,£0.00,47601,0,41168,0,269.4,232.8,71,57.1,38,,,,,,,0,42,-3,0,2,91,#DIV/0!,0.14,1.71
77,Will,Dennis,£3.90,0,GK,Bournemouth,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,70168,0,40487,0,0,0,0,0,38,,,,,,,0,39,-1,0,1,91,#DIV/0!,0,0
404,Jack,Stephens,£4.30,0,DEF,Bournemouth,0,0,0,4,0,35,2.1,1,233,24,1218,3,0,0,0,0,100,-£0.20,£0.00,9538,0,6832,0,270,57.3,51,38,38,,,,,,,0,43,-2,0,2,91,#DIV/0!,0.05,1.82
505,Joe,Rothwell,£4.90,0,MID,Bournemouth,0,0,1,3,0,33,1.6,0,167,15,1010,1,0,0,0,0,100,-£0.10,£0.00,1701,0,1272,0,127.4,153.3,27,30.6,38,,,,,,,0,49,-1,0,3,91,#DIV/0!,0.14,1.54
535,Marcus,Tavernier,£4.70,0,MID,Bournemouth,0.2,5,4,5,0,94,4.1,12,315,37,1740,1,0,0,0,0,100,-£0.30,£0.00,162889,0,163444,0,459.8,348.4,436,124.2,38,,,,,,,0,47,-3,0,3,91,#DIV/0!,0.23,1.64
539,James,Hill,£4.40,0,DEF,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,4360,0,1706,0,0,0,0,0,38,,,,,,,0,44,-1,0,2,91,#DIV/0!,0,0
571,Darren,Randolph,£4.00,0,GK,Bournemouth,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,13412,0,14602,0,0,0,0,0,38,,,,,,,0,40,0,0,1,91,#DIV/0!,0,0
574,Norberto,Neto,£4.50,0,GK,Bournemouth,0.6,0,0,6,0,93,3.4,9,510,39,2385,4,0,100,0,0,100,£0.00,£0.00,101368,0,140862,0,727.6,0,0,72.8,38,,,,,,,0,45,0,0,1,91,#DIV/0!,0,1.69
576,Marcos,Senesi,£4.40,0,DEF,Bournemouth,0.2,2,0,5,1,69,2.2,5,462,55,2489,7,0,0,0,0,100,-£0.10,£0.00,60112,0,74057,0,602.2,79.1,113,79.6,38,,,,,,,0,44,-1,0,2,91,#DIV/0!,0.07,1.72
597,Christian,Saydee,£4.50,0,FWD,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,5667,0,4958,0,0,0,0,0,38,,,,,,,0,45,0,0,4,91,#DIV/0!,0,0
598,Owen,Bevan,£4.00,0,DEF,Bournemouth,0,0,0,0,0,1,1,0,3,1,8,0,0,0,0,0,0,£0.00,£0.00,7123,0,6869,0,0.2,0,0,0,38,,,,,,,0,40,0,0,2,91,#DIV/0!,0,3.15
649,Cameron,Plain,£4.00,0,GK,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,2844,0,3630,0,0,0,0,0,38,,,,,,,0,40,0,0,1,91,#DIV/0!,0,0
695,Daniel,Adu-Adjei,£4.50,0,FWD,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,3562,0,4891,0,0,0,0,0,38,,,,,,,0,45,0,0,4,91,#DIV/0!,0,0
696,Michael,Dacosta Gonzalez,£4.40,0,MID,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.10,£0.00,963,0,1260,0,0,0,0,0,38,,,,,,,0,44,-1,0,3,91,#DIV/0!,0,0
697,Dominic,Sadi,£4.50,0,FWD,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,4012,0,5327,0,0,0,0,0,38,,,,,,,0,45,0,0,4,91,#DIV/0!,0,0
705,Dango,Ouattara,£5.00,0,MID,Bournemouth,0,1,3,1,2,49,2.6,4,163,23,1239,1,0,0,0,0,,£0.00,£0.00,11046,0,13928,0,280.8,262.5,283,82.5,38,,,,,,,0,50,0,0,3,91,#DIV/0!,0.38,1.88
706,Euan,Pollock,£4.50,0,FWD,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,3116,0,4140,0,0,0,0,0,38,,,,,,,0,45,0,0,4,91,#DIV/0!,0,0
714,Antoine,Semenyo,£5.00,0,FWD,Bournemouth,0,1,0,0,0,18,1.6,1,56,6,250,0,0,0,0,0,100,£0.00,£0.00,4685,0,6167,0,50,26.5,32,10.7,38,,,,,,,0,50,0,0,4,91,#DIV/0!,0.14,2.77
718,Matías,Viña,£4.50,0,DEF,Bournemouth,0.1,2,0,1,1,28,2.3,0,93,10,452,1,0,0,0,0,100,£0.00,£0.00,5929,0,12414,0,163.8,28.5,99,29.2,38,,,,,,,0,45,0,0,2,91,#DIV/0!,0.19,1.52
722,Illia,Zabarnyi,£4.50,0,DEF,Bournemouth,0,0,0,0,2,7,1.4,0,54,5,297,0,0,0,0,0,100,£0.00,£0.00,779,0,1141,0,58,1.4,0,5.8,38,,,,,,,0,45,0,0,2,91,#DIV/0!,0,1.55
723,Hamed,H.Traorè,£4.50,0,MID,Bournemouth,0,0,0,2,0,14,2,0,60,8,425,0,0,0,0,0,100,£0.00,£0.00,2231,0,2608,0,84,218.5,36,33.8,38,,,,,,,0,45,0,0,3,91,#DIV/0!,0.46,2.1
737,Ben,Greenwood,£4.00,0,DEF,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,2889,0,5182,0,0,0,0,0,38,,,,,,,0,40,0,0,2,91,#DIV/0!,0,0
738,Max,Kinsey-Wellings,£4.00,0,DEF,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,1331,0,1656,0,0,0,0,0,38,,,,,,,0,40,0,0,2,91,#DIV/0!,0,0
78,Pontus,Jansson,£4.20,0,DEF,Brentford,0.3,1,0,2,0,29,2.4,0,147,14,722,0,0,0,0,0,100,-£0.30,£0.00,210035,0,43219,0,176.2,2.5,53,23.4,38,,,,,,,0,42,-3,0,2,94,#DIV/0!,0.05,1.68
79,Christian,Nørgaard,£5.30,0,MID,Brentford,0.2,1,6,6,0,71,3.2,6,309,23,1763,6,0,0,0,0,100,-£0.20,£0.00,87128,0,67213,0,379.2,173.7,269,82.3,38,,,,,,,0,53,-2,0,3,94,#DIV/0!,0.17,1.28
80,Ivan,Toney,£7.10,0,FWD,Brentford,18.2,20,4,10,0,182,5.5,35,607,42,2953,9,0,0,0,1,0,£0.10,£0.00,9664402,0,10688278,0,926.8,424.3,1240,258.7,38,,,,,,,0,71,1,0,4,94,#DIV/0!,0.68,1.33
81,David,Raya,£4.80,0,GK,Brentford,14.4,0,0,12,6,166,4.4,20,822,46,3420,1,0,154,0,0,,£0.30,£0.00,1655530,0,2641943,0,1146,20.1,4,117.3,38,,,,,,,0,48,3,0,1,94,#DIV/0!,0,1.32
82,Sergi,Canós,£5.00,0,DEF,Brentford,0.1,0,0,0,0,5,1,0,14,2,73,0,0,0,0,0,0,£0.00,£0.00,33187,0,35030,0,7,13.5,6,2.8,38,,,,,,,0,50,0,0,2,94,#DIV/0!,0.14,2.21
83,Josh,Dasilva,£4.10,0,MID,Brentford,3.8,4,2,5,1,81,2.2,3,274,17,1371,1,0,0,0,0,,-£0.40,£0.00,1832271,0,1991029,0,305.8,208.5,182,69.6,38,,,,,,,0,41,-4,0,3,94,#DIV/0!,0.21,1.17
84,Kristoffer,Ajer,£4.50,0,DEF,Brentford,0.1,0,0,4,0,29,3.2,0,129,14,763,0,0,0,0,0,100,£0.00,£0.00,23969,0,25361,0,96.8,24.7,27,15.1,38,,,,,,,0,45,0,0,2,94,#DIV/0!,0.01,1.34
85,Rico,Henry,£4.40,0,DEF,Brentford,2.6,0,3,11,7,112,3,4,505,46,3240,4,0,0,0,0,100,-£0.10,£0.00,600875,0,806175,0,460,411.5,197,107,38,,,,,,,0,44,-1,0,2,94,#DIV/0!,0.13,1.35
86,Vitaly,Janelt,£5.50,0,MID,Brentford,0.1,3,1,8,2,85,2.4,5,357,28,2201,3,0,0,0,0,100,£0.00,£0.00,47295,0,45745,0,411.2,258.8,243,91.3,38,,,,,,,0,55,0,0,3,94,#DIV/0!,0.16,1.21
87,Saman,Ghoddos,£4.80,0,MID,Brentford,0,0,0,0,1,15,1,0,53,5,124,0,0,0,0,0,,-£0.20,£0.00,3483,0,2062,0,27.2,62.9,21,11.1,38,,,,,,,0,48,-2,0,3,94,#DIV/0!,0.25,2.91
88,Mathias,Jensen,£4.80,0,MID,Brentford,1.8,5,7,10,0,132,3.6,11,498,40,2805,5,0,0,0,0,100,-£0.20,£0.00,795941,0,923066,0,644,787.9,208,164.1,38,,,,,,,0,48,-2,0,3,94,#DIV/0!,0.23,1.3
89,Yoane,Wissa,£5.30,0,MID,Brentford,0.3,7,4,7,2,111,2.9,6,292,17,1587,3,0,0,0,0,,-£0.20,£0.00,111796,0,119602,0,366.2,185.3,424,96.8,38,,,,,,,0,53,-2,0,3,94,#DIV/0!,0.38,1.23
90,Mads,Roerslev,£4.30,0,DEF,Brentford,0.1,0,0,5,1,48,2.4,0,201,12,1101,0,0,0,0,0,100,-£0.20,£0.00,13608,0,12170,0,167.6,120.7,46,33.4,38,,,,,,,0,43,-2,0,2,94,#DIV/0!,0.09,1.44
91,Mads,Bech,£4.50,0,DEF,Brentford,0,0,0,0,0,4,1,0,12,0,18,0,0,0,0,0,0,£0.00,£0.00,7120,0,1768,0,2.6,0.2,0,0.2,38,,,,,,,0,45,0,0,2,94,#DIV/0!,0,1.4
92,Ethan,Pinnock,£4.40,0,DEF,Brentford,0.9,3,0,10,15,112,3.7,6,575,34,2700,0,0,0,0,0,100,-£0.10,£0.00,163810,0,254754,0,840.8,110.1,319,127.2,38,,,,,,,0,44,-1,0,2,94,#DIV/0!,0.13,1.34
93,Frank,Onyeka,£4.80,0,MID,Brentford,0,0,3,3,3,38,1.8,0,111,11,837,0,0,0,0,0,100,-£0.20,£0.00,6604,0,4432,0,136.4,93.7,111,34.2,38,,,,,,,0,48,-2,0,3,94,#DIV/0!,0.19,1.68
94,Shandon,Baptiste,£4.50,0,MID,Brentford,0.2,0,2,1,1,29,1.3,0,123,6,600,1,1,0,0,0,100,£0.00,£0.00,57648,0,40410,0,112.8,144.5,54,31.2,38,,,,,,,0,45,0,0,3,94,#DIV/0!,0.13,1.13
95,Bryan,Mbeumo,£5.70,0,FWD,Brentford,4,9,9,10,5,150,3.9,19,556,39,2905,5,0,0,0,0,,-£0.30,£0.00,1332907,0,1501560,0,692.6,808.6,895,239.5,38,,,,,,,0,57,-3,0,4,94,#DIV/0!,0.46,1.3
96,Charlie,Goode,£3.90,0,DEF,Brentford,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,92576,0,60732,0,0,0,0,0,38,,,,,,,0,39,-1,0,2,94,#DIV/0!,0,0
97,Marcus,Forss,£4.50,0,FWD,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,13367,0,0,0,0,0,0,0,38,,,,,,,0,45,0,0,4,94,#DIV/0!,0,0
98,Dominic,Thompson,£4.00,0,DEF,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,3096,0,0,0,0,0,0,0,38,,,,,,,0,40,0,0,2,94,#DIV/0!,0,0
99,Mads,Bidstrup,£4.50,0,MID,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,146,0,0,0,0,0,0,0,38,,,,,,,0,45,0,0,3,94,#DIV/0!,0,0
100,Ellery,Balcombe,£4.00,0,GK,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,10393,0,0,0,0,0,0,0,38,,,,,,,0,40,0,0,1,94,#DIV/0!,0,0
510,Aaron,Hickey,£4.90,0,DEF,Brentford,0.3,0,3,5,6,63,2.4,2,310,30,1918,7,0,0,0,0,100,-£0.10,£0.00,79298,0,70342,0,227.4,120.7,102,45.1,38,,,,,,,0,49,-1,0,2,94,#DIV/0!,0.05,1.32
515,Keane,Lewis-Potter,£5.20,0,MID,Brentford,0,0,1,0,0,14,1.4,0,37,4,313,0,0,0,0,0,100,-£0.30,£0.00,12311,0,4053,0,42,64,114,21.9,38,,,,,,,0,52,-3,0,3,94,#DIV/0!,0.22,1.19
517,Thomas,Strakosha,£4.30,0,GK,Brentford,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-£0.20,£0.00,20125,0,6577,0,0,0,0,0,38,,,,,,,0,43,-2,0,1,94,#DIV/0!,0,0
526,Ben,Mee,£4.80,0,DEF,Brentford,14.4,3,2,12,6,143,3.9,11,643,40,3269,2,0,0,0,0,,£0.30,£0.00,2197556,0,3627031,0,780.6,103.1,336,122.2,38,,,,,,,0,48,3,0,2,94,#DIV/0!,0.11,1.27
540,Fin,Stevens,£4.00,0,DEF,Brentford,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,29313,0,11638,0,0,0,0,0,38,,,,,,,0,40,0,0,2,94,#DIV/0!,0,0
541,Halil,Dervişoğlu,£4.50,0,FWD,Brentford,0.5,0,1,0,0,4,4,0,11,0,6,0,0,0,0,0,0,£0.00,£0.00,342809,0,271681,0,0,0,10,1,38,,,,,,,0,45,0,0,4,94,#DIV/0!,0.45,1.5
580,Mikkel,Damsgaard,£5.00,0,MID,Brentford,0.1,0,0,3,2,33,1.3,0,131,14,970,4,0,0,0,0,,-£0.50,£0.00,26089,0,25583,0,140.2,172.1,152,46.5,38,,,,,,,0,50,-5,0,3,94,#DIV/0!,0.33,1.38
595,Mathias,Zanka,£3.90,0,DEF,Brentford,0.9,0,1,4,6,45,2.5,4,191,15,1097,2,0,0,0,0,,-£0.10,£0.00,207201,0,283022,0,203.2,39.4,54,30,38,,,,,,,0,39,-1,0,2,94,#DIV/0!,0.12,1.62
632,Ryan,Trevitt,£4.40,0,MID,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.10,£0.00,2004,0,2391,0,0,0,0,0,38,,,,,,,0,44,-1,0,3,94,#DIV/0!,0,0
633,Matthew,Cox,£3.90,0,GK,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-£0.10,£0.00,8634,0,11624,0,0,0,0,0,38,,,,,,,0,39,-1,0,1,94,#DIV/0!,0,0
646,Tristan,Crama,£4.00,0,DEF,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,3319,0,4164,0,0,0,0,0,38,,,,,,,0,40,0,0,2,94,#DIV/0!,0,0
650,Yegor,Yarmolyuk,£4.50,0,MID,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,1142,0,1528,0,0,0,0,0,38,,,,,,,0,45,0,0,3,94,#DIV/0!,0,0
688,Kevin,Schade,£4.90,0,MID,Brentford,0,0,1,3,1,29,1.6,0,76,7,723,2,0,0,0,0,,-£0.10,£0.00,1114,0,1657,0,74.4,115.5,209,39.8,38,,,,,,,0,49,-1,0,3,94,#DIV/0!,0.34,0.89
752,Michael,Olakigbe,£4.50,0,MID,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,103,0,168,0,0,0,0,0,38,,,,,,,0,45,0,0,3,94,#DIV/0!,0,0
101,Adam,Lallana,£4.80,0,MID,Brighton,0.1,2,1,5,0,47,2.9,4,146,10,717,0,0,0,0,0,100,-£0.20,£0.00,46144,0,34986,0,144.2,186.7,152,48.5,38,,,,,,,0,48,-2,0,3,36,#DIV/0!,0.26,1.33
102,Jason,Steele,£4.00,0,GK,Brighton,6,0,1,6,2,65,4.3,8,332,23,1350,1,0,37,1,0,,£0.00,£0.00,231357,0,809976,0,377.6,13,0,39.1,38,,,,,,,0,40,0,0,1,36,#DIV/0!,0.01,1.56
103,Danny,Welbeck,£6.50,0,FWD,Brighton,2.1,6,5,6,0,91,2.9,5,296,28,1844,0,0,0,0,0,100,£0.00,£0.00,572874,0,682148,0,378.2,390.6,782,155.4,38,,,,,,,0,65,0,0,4,36,#DIV/0!,0.5,1.29
104,Pascal,Groß,£5.40,0,MID,Brighton,11,9,8,11,5,159,4.3,14,748,51,3240,7,0,0,0,0,100,-£0.10,£0.00,3826265,0,4598699,0,918.6,1227.5,582,273.2,38,,,,,,,0,54,-1,0,3,36,#DIV/0!,0.39,1.35
106,Lewis,Dunk,£4.80,0,DEF,Brighton,8.2,1,1,12,0,112,3.1,7,648,50,3240,4,0,0,0,0,,£0.30,£0.00,1275189,0,1915846,0,661.4,163.6,198,102.4,38,,,,,,,0,48,3,0,2,36,#DIV/0!,0.07,1.29
107,Solly,March,£5.20,0,MID,Brighton,4.4,6,10,10,0,147,4.5,16,559,40,2719,2,0,0,0,0,100,£0.20,£0.00,2610197,0,3040944,0,791.8,965.8,955,271.4,38,,,,,,,0,52,2,0,3,36,#DIV/0!,0.43,1.24
108,Adam,Webster,£4.50,0,DEF,Brighton,0.5,0,0,9,1,75,2.8,3,405,27,1983,2,0,0,0,0,100,£0.00,£0.00,216704,0,238625,0,361.8,104.3,126,59.2,38,,,,,,,0,45,0,0,2,36,#DIV/0!,0.1,1.17
109,Joël,Veltman,£4.60,0,DEF,Brighton,2.4,1,1,10,0,95,3.1,6,447,29,2183,6,0,0,0,0,100,£0.10,£0.00,1084195,0,1207858,0,407.2,201.3,162,77.4,38,,,,,,,0,46,1,0,2,36,#DIV/0!,0.11,1.13
113,Robert,Sánchez,£4.40,0,GK,Brighton,7.6,0,0,6,0,82,3.6,10,380,30,2070,2,0,48,1,0,,-£0.10,£0.00,2405364,0,2056362,0,439,0.1,0,43.9,38,,,,,,,0,44,-1,0,1,36,#DIV/0!,0,1.2
114,Tariq,Lamptey,£4.20,0,DEF,Brighton,0.9,0,0,1,0,23,1.1,0,91,7,439,1,0,0,0,0,100,-£0.30,£0.00,264110,0,101102,0,70.6,87.2,48,20.6,38,,,,,,,0,42,-3,0,2,36,#DIV/0!,0.17,1.31
115,Steven,Alzate,£4.40,0,MID,Brighton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,25579,0,10288,0,0,0,0,0,38,,,,,,,0,44,-1,0,3,36,#DIV/0!,0,0
116,Alexis,Mac Allister,£5.60,0,MID,Brighton,14.7,10,2,10,2,140,4,18,567,45,2882,8,0,0,0,0,100,£0.10,£0.00,2030056,0,3561988,0,750.8,746.4,714,221.3,38,,,,,,,0,56,1,0,3,36,#DIV/0!,0.51,1.26
117,Jakub,Moder,£4.40,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-£0.10,£0.00,4225,0,1888,0,0,0,0,0,38,,,,,,,0,44,-1,0,3,36,#DIV/0!,0,0
118,Enock,Mwepu,£5.30,0,MID,Brighton,0,0,1,0,0,11,1.8,0,29,4,209,0,0,0,0,0,0,-£0.20,£0.00,16508,0,5979,0,48.8,39,34,12.2,38,,,,,,,0,53,-2,0,3,36,#DIV/0!,0.19,1.19
119,Jeremy,Sarmiento,£4.50,0,MID,Brighton,0,0,2,1,0,16,1.8,0,40,2,168,1,0,0,0,0,100,£0.00,£0.00,12916,0,6795,0,46.6,38.2,50,12.9,38,,,,,,,0,45,0,0,3,36,#DIV/0!,0.32,1.48
120,Moisés,Caicedo,£5.00,0,MID,Brighton,0.4,1,1,10,0,79,2.1,0,503,47,3138,10,0,0,0,0,100,£0.00,£0.00,81464,0,104642,0,589.8,680.4,210,148.2,38,,,,,,,0,50,0,0,3,36,#DIV/0!,0.12,1.32
121,Taylor,Richards,£4.50,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,517,0,0,0,0,0,0,0,38,,,,,,,0,45,0,0,3,36,#DIV/0!,0,0
122,Haydon,Roberts,£4.00,0,DEF,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,582,0,0,0,0,0,0,0,38,,,,,,,0,40,0,0,2,36,#DIV/0!,0,0
123,Deniz,Undav,£5.00,0,FWD,Brighton,0.8,5,2,2,5,52,2.4,4,173,9,614,2,0,0,0,0,,-£0.50,£0.00,117815,0,123408,0,196.4,124,372,69.1,38,,,,,,,0,50,-5,0,4,36,#DIV/0!,0.9,1.32
124,Kaoru,Mitoma,£5.70,0,MID,Brighton,27.3,7,9,8,1,138,4.2,11,457,35,2311,0,0,0,0,0,100,£0.70,£0.00,1839456,0,4867333,0,569.6,569.4,867,200.4,38,,,,,,,0,57,7,0,3,36,#DIV/0!,0.51,1.38
125,Julio,Enciso,£4.60,0,FWD,Brighton,2.4,4,3,4,2,57,2.9,7,189,12,794,1,0,0,0,0,,-£0.40,£0.00,139622,0,356708,0,262.8,177.5,399,83.8,38,,,,,,,0,46,-4,0,4,36,#DIV/0!,0.58,1.67
126,Kacper,Kozłowski,£4.50,0,MID,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,7635,0,1670,0,0,0,0,0,38,,,,,,,0,45,0,0,3,36,#DIV/0!,0,0
149,Billy,Gilmour,£4.20,0,MID,Brighton,0.4,0,1,2,0,21,1.5,0,105,8,502,1,0,0,0,0,100,-£0.30,£0.00,106157,0,79209,0,67.6,56.5,33,15.8,38,,,,,,,0,42,-3,0,3,36,#DIV/0!,0.23,1.68
542,Kjell,Scherpen,£4.00,0,GK,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,7233,0,1447,0,0,0,0,0,38,,,,,,,0,40,0,0,1,36,#DIV/0!,0,0
543,Matt,Clarke,£4.00,0,DEF,Brighton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,26060,0,10007,0,0,0,0,0,38,,,,,,,0,40,0,0,2,36,#DIV/0!,0,0
544,Jan Paul,Van Hecke,£4.00,0,DEF,Brighton,0.3,0,0,0,1,6,0.8,0,54,7,291,2,0,0,0,0,100,£0.00,£0.00,38934,0,33712,0,71.4,5.8,10,8.8,38,,,,,,,0,40,0,0,2,36,#DIV/0!,0.18,2.08
559,Levi,Colwill,£4.40,0,DEF,Brighton,0.2,0,2,3,1,46,2.7,6,249,21,1218,1,0,0,0,0,100,-£0.10,£0.00,24510,0,36197,0,236.2,101.9,50,38.9,38,,,,,,,0,44,-1,0,2,36,#DIV/0!,0.12,1.64
